loan_amnt,term,verification_status,gradeencoding,emplen,purpose,home_ownership,loan_status
4000.0,36,Not Verified,4.5,1,credit_card,RENT,Fully Paid
7500.0,36,Not Verified,4.6,12,debt_consolidation,RENT,Fully Paid
7500.0,36,Not Verified,6.3,12,credit_card,OTHER,Fully Paid
7500.0,36,Not Verified,4.3,1,debt_consolidation,RENT,Charged Off
3500.0,36,Not Verified,6.5,4,educational,RENT,Fully Paid
7000.0,36,Not Verified,4.4,3,wedding,MORTGAGE,Fully Paid
7500.0,36,Not Verified,3.2,2,debt_consolidation,MORTGAGE,Fully Paid
6000.0,36,Not Verified,5.3,4,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,5.3,0,credit_card,RENT,Fully Paid
7500.0,36,Verified,4.5,2,debt_consolidation,RENT,Fully Paid
7500.0,36,Not Verified,3.3,12,credit_card,MORTGAGE,Charged Off
3500.0,36,Not Verified,6.3,12,other,MORTGAGE,Fully Paid
7000.0,36,Not Verified,6.4,0,house,RENT,Fully Paid
7500.0,36,Not Verified,5.4,1,debt_consolidation,MORTGAGE,Fully Paid
3000.0,36,Verified,4.4,0,car,MORTGAGE,Fully Paid
4000.0,36,Not Verified,5.6,0,debt_consolidation,RENT,Fully Paid
7500.0,36,Not Verified,3.6,8,credit_card,MORTGAGE,Fully Paid
7500.0,36,Not Verified,4.6,2,credit_card,RENT,Fully Paid
10000.0,36,Not Verified,2.6,4,credit_card,RENT,Fully Paid
7500.0,36,Not Verified,6.2,3,debt_consolidation,MORTGAGE,Fully Paid
5000.0,36,Not Verified,4.5,4,debt_consolidation,RENT,Fully Paid
6000.0,36,Not Verified,6.4,0,other,MORTGAGE,Fully Paid
5000.0,36,Not Verified,5.3,12,medical,RENT,Fully Paid
6500.0,36,Not Verified,4.6,0,debt_consolidation,RENT,Fully Paid
5125.0,36,Not Verified,5.2,12,credit_card,MORTGAGE,Fully Paid
7500.0,36,Not Verified,5.4,4,other,MORTGAGE,Charged Off
7500.0,36,Not Verified,3.4,12,other,MORTGAGE,Fully Paid
6000.0,36,Verified,2.2,1,educational,RENT,Fully Paid
7000.0,36,Not Verified,6.2,0,home_improvement,MORTGAGE,Fully Paid
7500.0,36,Not Verified,5.3,1,home_improvement,MORTGAGE,Fully Paid
7500.0,36,Not Verified,6.2,12,major_purchase,MORTGAGE,Fully Paid
6000.0,36,Not Verified,6.3,0,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,4.5,12,home_improvement,MORTGAGE,Fully Paid
7500.0,36,Not Verified,6.4,7,other,MORTGAGE,Fully Paid
7500.0,36,Not Verified,5.4,0,debt_consolidation,OTHER,Charged Off
25000.0,36,Not Verified,3.3,1,major_purchase,MORTGAGE,Charged Off
6700.0,36,Not Verified,3.5,0,debt_consolidation,RENT,Fully Paid
7500.0,36,Not Verified,3.5,1,other,RENT,Charged Off
7000.0,36,Not Verified,3.5,9,credit_card,MORTGAGE,Fully Paid
6000.0,36,Not Verified,5.3,0,credit_card,RENT,Fully Paid
5800.0,36,Not Verified,4.3,7,credit_card,MORTGAGE,Fully Paid
2000.0,36,Not Verified,6.5,0,other,RENT,Fully Paid
6600.0,36,Not Verified,5.2,1,home_improvement,MORTGAGE,Charged Off
7500.0,36,Not Verified,6.4,2,other,MORTGAGE,Fully Paid
5000.0,36,Not Verified,5.6,0,debt_consolidation,RENT,Fully Paid
7000.0,36,Not Verified,4.4,12,home_improvement,OWN,Fully Paid
7000.0,36,Not Verified,5.4,8,other,MORTGAGE,Fully Paid
6000.0,36,Not Verified,5.4,1,debt_consolidation,RENT,Charged Off
7000.0,36,Not Verified,6.2,12,wedding,MORTGAGE,Fully Paid
7500.0,36,Not Verified,6.4,4,other,OTHER,Fully Paid
7500.0,36,Not Verified,4.6,1,debt_consolidation,RENT,Fully Paid
7500.0,36,Not Verified,4.2,0,credit_card,RENT,Fully Paid
7000.0,36,Not Verified,6.2,0,moving,RENT,Fully Paid
7500.0,36,Not Verified,4.6,12,other,MORTGAGE,Fully Paid
7500.0,36,Not Verified,4.5,0,credit_card,MORTGAGE,Fully Paid
7500.0,36,Not Verified,5.4,2,debt_consolidation,MORTGAGE,Charged Off
7000.0,36,Not Verified,5.5,2,debt_consolidation,OWN,Fully Paid
7500.0,36,Not Verified,5.4,3,medical,MORTGAGE,Fully Paid
12000.0,36,Not Verified,3.6,4,debt_consolidation,MORTGAGE,Fully Paid
1000.0,36,Not Verified,6.6,4,wedding,OWN,Fully Paid
7500.0,36,Not Verified,5.4,3,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,5.2,4,credit_card,MORTGAGE,Fully Paid
7000.0,36,Not Verified,6.4,4,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,6.3,2,other,MORTGAGE,Fully Paid
10000.0,36,Not Verified,4.3,12,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,6.4,4,other,MORTGAGE,Charged Off
9600.0,36,Not Verified,4.3,3,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,5.4,2,other,OWN,Fully Paid
9000.0,36,Not Verified,5.2,5,moving,RENT,Fully Paid
5000.0,36,Not Verified,6.4,0,home_improvement,OWN,Fully Paid
6000.0,36,Not Verified,6.2,1,debt_consolidation,MORTGAGE,Fully Paid
6400.0,36,Not Verified,4.4,0,credit_card,MORTGAGE,Charged Off
6400.0,36,Not Verified,6.2,8,other,MORTGAGE,Fully Paid
6400.0,36,Not Verified,4.5,0,debt_consolidation,MORTGAGE,Fully Paid
9600.0,36,Not Verified,4.3,0,debt_consolidation,RENT,Charged Off
9525.0,36,Not Verified,4.4,1,credit_card,MORTGAGE,Charged Off
4600.0,36,Not Verified,3.5,9,debt_consolidation,RENT,Fully Paid
2000.0,36,Not Verified,6.6,0,other,OWN,Fully Paid
4000.0,36,Not Verified,5.6,0,debt_consolidation,RENT,Fully Paid
6400.0,36,Not Verified,5.3,7,debt_consolidation,RENT,Fully Paid
3000.0,36,Not Verified,4.6,6,other,RENT,Fully Paid
7675.0,36,Verified,3.2,7,credit_card,OWN,Charged Off
7500.0,36,Not Verified,4.5,12,credit_card,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.2,0,other,MORTGAGE,Charged Off
6000.0,36,Not Verified,6.4,1,other,OWN,Fully Paid
5000.0,36,Not Verified,5.5,1,other,MORTGAGE,Fully Paid
9600.0,36,Not Verified,4.4,1,credit_card,RENT,Fully Paid
6400.0,36,Not Verified,4.2,2,debt_consolidation,RENT,Fully Paid
8400.0,36,Not Verified,2.5,0,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,4.5,4,other,MORTGAGE,Fully Paid
9600.0,36,Not Verified,3.2,12,debt_consolidation,MORTGAGE,Fully Paid
9600.0,36,Not Verified,4.6,4,debt_consolidation,MORTGAGE,Fully Paid
5600.0,36,Not Verified,4.6,0,major_purchase,RENT,Fully Paid
10000.0,36,Not Verified,4.6,4,credit_card,MORTGAGE,Charged Off
9250.0,36,Not Verified,5.4,12,debt_consolidation,MORTGAGE,Fully Paid
9600.0,36,Not Verified,5.4,4,debt_consolidation,MORTGAGE,Fully Paid
6400.0,36,Not Verified,5.4,12,debt_consolidation,MORTGAGE,Fully Paid
9000.0,36,Not Verified,4.5,7,credit_card,MORTGAGE,Fully Paid
5000.0,36,Not Verified,3.5,0,debt_consolidation,RENT,Fully Paid
3200.0,36,Not Verified,6.5,12,major_purchase,OWN,Fully Paid
10000.0,36,Not Verified,5.3,0,home_improvement,MORTGAGE,Charged Off
16000.0,36,Not Verified,5.6,4,home_improvement,OWN,Fully Paid
5000.0,36,Not Verified,3.2,6,debt_consolidation,OWN,Fully Paid
15000.0,36,Not Verified,3.4,2,debt_consolidation,RENT,Fully Paid
16775.0,36,Not Verified,4.3,7,debt_consolidation,RENT,Fully Paid
3000.0,36,Not Verified,5.2,3,debt_consolidation,RENT,Fully Paid
16000.0,36,Not Verified,6.2,2,other,MORTGAGE,Fully Paid
10000.0,36,Not Verified,3.4,12,educational,RENT,Charged Off
15000.0,36,Not Verified,5.3,7,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.5,12,debt_consolidation,MORTGAGE,Charged Off
7000.0,36,Not Verified,6.4,0,debt_consolidation,OTHER,Fully Paid
8800.0,36,Not Verified,5.2,1,debt_consolidation,RENT,Fully Paid
5000.0,36,Verified,2.3,2,major_purchase,RENT,Fully Paid
6975.0,36,Not Verified,4.2,0,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,6.5,12,other,OWN,Fully Paid
20000.0,36,Verified,4.2,5,credit_card,MORTGAGE,Charged Off
9900.0,36,Not Verified,5.5,1,credit_card,MORTGAGE,Fully Paid
10000.0,36,Not Verified,4.4,3,other,RENT,Fully Paid
3000.0,36,Not Verified,3.5,0,other,OWN,Fully Paid
20000.0,36,Not Verified,1.5,12,debt_consolidation,MORTGAGE,Charged Off
4500.0,36,Not Verified,4.6,3,credit_card,RENT,Fully Paid
4000.0,36,Not Verified,3.6,1,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,1.6,8,home_improvement,OWN,Fully Paid
2400.0,36,Not Verified,4.6,0,debt_consolidation,RENT,Fully Paid
9700.0,36,Not Verified,4.5,1,major_purchase,RENT,Charged Off
11200.0,36,Not Verified,5.5,12,credit_card,OWN,Fully Paid
15000.0,36,Not Verified,4.6,12,other,OTHER,Fully Paid
12000.0,36,Not Verified,6.3,12,debt_consolidation,RENT,Fully Paid
20000.0,36,Not Verified,5.4,6,other,OWN,Fully Paid
5000.0,36,Not Verified,5.4,1,debt_consolidation,RENT,Fully Paid
2800.0,36,Not Verified,4.2,1,wedding,RENT,Fully Paid
24000.0,36,Verified,1.5,12,educational,MORTGAGE,Charged Off
4500.0,36,Not Verified,4.3,12,home_improvement,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.4,2,debt_consolidation,RENT,Fully Paid
5700.0,36,Not Verified,5.3,1,debt_consolidation,RENT,Fully Paid
4075.0,36,Not Verified,6.3,0,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,4.4,3,home_improvement,MORTGAGE,Fully Paid
4000.0,36,Not Verified,5.4,3,credit_card,RENT,Charged Off
10000.0,36,Not Verified,5.2,1,other,RENT,Charged Off
3300.0,36,Not Verified,4.6,3,credit_card,RENT,Fully Paid
12000.0,36,Verified,3.3,12,credit_card,RENT,Fully Paid
25000.0,36,Verified,1.2,6,medical,OTHER,Fully Paid
10400.0,36,Not Verified,4.4,2,debt_consolidation,RENT,Fully Paid
3000.0,36,Not Verified,5.5,2,credit_card,RENT,Fully Paid
16000.0,36,Verified,3.4,0,debt_consolidation,RENT,Charged Off
10000.0,36,Not Verified,6.4,0,other,MORTGAGE,Fully Paid
12000.0,36,Not Verified,4.4,0,debt_consolidation,MORTGAGE,Charged Off
6000.0,36,Not Verified,3.4,12,home_improvement,OWN,Fully Paid
7200.0,36,Not Verified,4.3,12,debt_consolidation,MORTGAGE,Charged Off
1000.0,36,Not Verified,6.5,1,medical,RENT,Fully Paid
5000.0,36,Not Verified,5.4,4,major_purchase,RENT,Fully Paid
5000.0,36,Not Verified,4.3,1,debt_consolidation,OWN,Fully Paid
9600.0,36,Not Verified,4.3,3,car,RENT,Fully Paid
3600.0,36,Not Verified,5.2,0,educational,RENT,Fully Paid
5000.0,36,Not Verified,4.3,2,debt_consolidation,MORTGAGE,Fully Paid
13000.0,36,Not Verified,4.3,12,debt_consolidation,MORTGAGE,Fully Paid
7200.0,36,Not Verified,5.2,12,credit_card,MORTGAGE,Fully Paid
8000.0,36,Not Verified,3.5,12,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,5.3,6,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,5.3,1,debt_consolidation,RENT,Fully Paid
6600.0,36,Not Verified,3.4,12,debt_consolidation,MORTGAGE,Fully Paid
3500.0,36,Not Verified,4.3,2,debt_consolidation,RENT,Fully Paid
4500.0,36,Not Verified,5.5,0,debt_consolidation,RENT,Charged Off
12000.0,36,Not Verified,5.5,9,debt_consolidation,MORTGAGE,Fully Paid
16800.0,36,Not Verified,5.5,4,home_improvement,MORTGAGE,Fully Paid
6000.0,36,Not Verified,6.4,12,major_purchase,OTHER,Fully Paid
16000.0,36,Not Verified,4.2,1,debt_consolidation,RENT,Fully Paid
500.0,36,Not Verified,5.5,7,other,MORTGAGE,Fully Paid
25000.0,36,Not Verified,3.5,5,debt_consolidation,RENT,Fully Paid
12500.0,36,Verified,2.5,2,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.4,12,credit_card,MORTGAGE,Fully Paid
725.0,36,Not Verified,6.6,1,credit_card,RENT,Fully Paid
12000.0,36,Not Verified,5.3,0,credit_card,RENT,Fully Paid
15000.0,36,Not Verified,2.6,1,debt_consolidation,RENT,Fully Paid
20000.0,36,Verified,3.2,12,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.4,1,other,MORTGAGE,Fully Paid
10000.0,36,Not Verified,3.3,8,debt_consolidation,RENT,Fully Paid
20000.0,36,Not Verified,4.4,0,credit_card,RENT,Charged Off
3300.0,36,Not Verified,4.3,3,credit_card,RENT,Charged Off
20000.0,36,Not Verified,4.2,4,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,3.3,3,credit_card,RENT,Fully Paid
15600.0,36,Not Verified,4.3,2,debt_consolidation,MORTGAGE,Fully Paid
23575.0,36,Verified,2.5,3,credit_card,RENT,Fully Paid
6000.0,36,Not Verified,4.4,6,debt_consolidation,RENT,Fully Paid
8350.0,36,Not Verified,4.5,8,credit_card,OWN,Fully Paid
7500.0,36,Not Verified,5.5,0,educational,RENT,Fully Paid
18000.0,36,Not Verified,5.2,6,debt_consolidation,RENT,Charged Off
25000.0,36,Not Verified,3.4,12,other,MORTGAGE,Charged Off
5000.0,36,Not Verified,5.5,12,credit_card,MORTGAGE,Fully Paid
8000.0,36,Not Verified,3.5,1,other,RENT,Fully Paid
25000.0,36,Verified,5.4,2,major_purchase,MORTGAGE,Fully Paid
15000.0,36,Not Verified,5.5,2,credit_card,MORTGAGE,Fully Paid
5000.0,36,Not Verified,6.5,5,home_improvement,MORTGAGE,Fully Paid
12000.0,36,Not Verified,4.5,12,debt_consolidation,OWN,Fully Paid
25000.0,36,Verified,1.6,7,debt_consolidation,MORTGAGE,Fully Paid
7200.0,36,Not Verified,4.6,1,other,RENT,Charged Off
12500.0,36,Not Verified,2.6,12,credit_card,RENT,Fully Paid
20000.0,36,Not Verified,5.2,4,credit_card,MORTGAGE,Fully Paid
7500.0,36,Not Verified,5.3,3,debt_consolidation,RENT,Fully Paid
16600.0,36,Not Verified,2.6,0,debt_consolidation,RENT,Fully Paid
8000.0,36,Not Verified,4.6,0,credit_card,RENT,Fully Paid
23000.0,36,Not Verified,4.6,0,other,MORTGAGE,Fully Paid
7500.0,36,Not Verified,4.4,1,debt_consolidation,MORTGAGE,Fully Paid
700.0,36,Not Verified,4.2,0,debt_consolidation,RENT,Fully Paid
14000.0,36,Not Verified,5.5,1,credit_card,RENT,Fully Paid
4000.0,36,Not Verified,5.6,4,home_improvement,MORTGAGE,Fully Paid
8000.0,36,Not Verified,6.4,3,major_purchase,RENT,Fully Paid
6600.0,36,Not Verified,6.4,12,other,RENT,Fully Paid
25000.0,36,Not Verified,4.6,12,debt_consolidation,RENT,Fully Paid
9000.0,36,Not Verified,4.5,2,credit_card,RENT,Charged Off
6000.0,36,Not Verified,6.5,12,major_purchase,MORTGAGE,Fully Paid
14000.0,36,Not Verified,4.4,3,debt_consolidation,RENT,Fully Paid
11200.0,36,Not Verified,4.4,3,debt_consolidation,RENT,Charged Off
3000.0,36,Not Verified,5.5,0,credit_card,RENT,Fully Paid
5500.0,36,Not Verified,5.5,0,debt_consolidation,RENT,Fully Paid
1500.0,36,Not Verified,4.2,5,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,Not Verified,4.2,2,debt_consolidation,MORTGAGE,Fully Paid
13200.0,36,Verified,3.4,12,credit_card,MORTGAGE,Charged Off
7000.0,36,Verified,4.5,2,debt_consolidation,RENT,Fully Paid
6000.0,36,Not Verified,5.3,4,credit_card,RENT,Fully Paid
8400.0,36,Not Verified,5.3,0,wedding,MORTGAGE,Fully Paid
8000.0,36,Verified,4.5,4,debt_consolidation,RENT,Charged Off
16000.0,36,Verified,2.5,12,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.4,0,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,6.3,0,other,MORTGAGE,Fully Paid
12000.0,36,Not Verified,5.2,2,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.4,0,other,MORTGAGE,Fully Paid
25000.0,36,Verified,3.4,0,credit_card,RENT,Fully Paid
12000.0,36,Not Verified,5.3,3,debt_consolidation,RENT,Fully Paid
20000.0,36,Not Verified,5.6,0,wedding,RENT,Fully Paid
16000.0,36,Not Verified,4.4,2,debt_consolidation,OWN,Fully Paid
4500.0,36,Not Verified,6.2,7,credit_card,RENT,Fully Paid
12000.0,36,Not Verified,5.5,1,other,MORTGAGE,Charged Off
1200.0,36,Not Verified,6.3,3,wedding,RENT,Fully Paid
20000.0,36,Not Verified,2.4,0,debt_consolidation,RENT,Fully Paid
18500.0,36,Not Verified,5.2,4,debt_consolidation,RENT,Fully Paid
6000.0,36,Not Verified,3.5,1,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,4.4,0,credit_card,RENT,Fully Paid
10000.0,36,Not Verified,4.5,0,other,MORTGAGE,Fully Paid
20000.0,36,Not Verified,5.4,0,credit_card,RENT,Fully Paid
9600.0,36,Not Verified,4.2,4,debt_consolidation,RENT,Fully Paid
6150.0,36,Not Verified,4.6,1,credit_card,RENT,Fully Paid
16000.0,36,Not Verified,3.4,0,debt_consolidation,RENT,Fully Paid
6625.0,36,Not Verified,6.2,0,debt_consolidation,RENT,Fully Paid
5000.0,36,Not Verified,4.3,8,other,RENT,Fully Paid
3000.0,36,Not Verified,6.5,1,other,MORTGAGE,Fully Paid
18000.0,36,Not Verified,5.5,12,car,MORTGAGE,Fully Paid
25000.0,36,Not Verified,3.6,12,credit_card,RENT,Charged Off
24000.0,36,Not Verified,3.5,1,other,MORTGAGE,Fully Paid
5000.0,36,Not Verified,3.5,4,debt_consolidation,RENT,Charged Off
8000.0,36,Not Verified,6.3,12,educational,MORTGAGE,Charged Off
5200.0,36,Not Verified,5.5,1,medical,MORTGAGE,Fully Paid
6000.0,36,Not Verified,6.3,7,educational,MORTGAGE,Fully Paid
1600.0,36,Not Verified,4.6,2,educational,RENT,Fully Paid
18000.0,36,Not Verified,5.3,3,credit_card,MORTGAGE,Fully Paid
3500.0,36,Not Verified,3.4,3,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.3,3,debt_consolidation,MORTGAGE,Fully Paid
21000.0,36,Not Verified,4.3,1,credit_card,MORTGAGE,Fully Paid
15000.0,36,Not Verified,5.5,2,debt_consolidation,RENT,Fully Paid
9000.0,36,Not Verified,4.3,2,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,3.3,0,debt_consolidation,MORTGAGE,Charged Off
3000.0,36,Not Verified,4.2,4,credit_card,RENT,Fully Paid
22000.0,36,Not Verified,5.5,0,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,4.6,12,major_purchase,MORTGAGE,Fully Paid
9000.0,36,Not Verified,5.3,0,debt_consolidation,RENT,Fully Paid
16000.0,36,Not Verified,4.5,5,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.5,8,home_improvement,MORTGAGE,Fully Paid
20000.0,36,Not Verified,3.6,2,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,6.3,4,debt_consolidation,RENT,Charged Off
16400.0,36,Not Verified,4.6,2,debt_consolidation,RENT,Charged Off
8000.0,36,Not Verified,5.5,5,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.3,4,debt_consolidation,MORTGAGE,Fully Paid
9500.0,36,Not Verified,4.4,12,credit_card,MORTGAGE,Fully Paid
6000.0,36,Not Verified,6.5,12,other,OWN,Fully Paid
3000.0,36,Not Verified,4.5,0,car,RENT,Charged Off
15000.0,36,Not Verified,6.2,12,other,OWN,Fully Paid
18000.0,36,Not Verified,5.3,12,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,Not Verified,5.6,1,house,RENT,Fully Paid
7500.0,36,Not Verified,6.4,2,other,RENT,Fully Paid
6650.0,36,Not Verified,5.5,6,credit_card,RENT,Fully Paid
20000.0,36,Not Verified,2.4,8,debt_consolidation,MORTGAGE,Fully Paid
6400.0,36,Not Verified,5.2,0,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,5.3,5,house,MORTGAGE,Fully Paid
2800.0,36,Not Verified,6.4,5,debt_consolidation,RENT,Fully Paid
7000.0,36,Not Verified,5.2,2,credit_card,RENT,Fully Paid
19600.0,36,Not Verified,2.3,2,debt_consolidation,MORTGAGE,Fully Paid
9000.0,36,Not Verified,4.6,8,credit_card,MORTGAGE,Charged Off
3600.0,36,Not Verified,4.5,12,major_purchase,MORTGAGE,Fully Paid
15000.0,36,Not Verified,2.5,8,debt_consolidation,RENT,Fully Paid
6000.0,36,Not Verified,5.2,0,credit_card,RENT,Fully Paid
3500.0,36,Not Verified,6.5,0,credit_card,RENT,Fully Paid
9500.0,36,Not Verified,4.4,1,debt_consolidation,RENT,Charged Off
11000.0,36,Not Verified,3.3,0,debt_consolidation,RENT,Fully Paid
15000.0,36,Not Verified,5.2,0,other,MORTGAGE,Fully Paid
13150.0,36,Not Verified,3.4,2,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.3,1,other,MORTGAGE,Fully Paid
8000.0,36,Not Verified,6.4,0,credit_card,OWN,Fully Paid
12000.0,36,Not Verified,3.3,2,other,MORTGAGE,Fully Paid
14000.0,36,Not Verified,5.6,4,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,5.3,0,credit_card,MORTGAGE,Fully Paid
8000.0,36,Not Verified,6.2,12,other,MORTGAGE,Fully Paid
12000.0,36,Not Verified,4.2,3,credit_card,RENT,Fully Paid
7500.0,36,Not Verified,4.3,0,debt_consolidation,OTHER,Fully Paid
25000.0,36,Not Verified,5.5,7,other,MORTGAGE,Fully Paid
15000.0,36,Not Verified,5.6,12,debt_consolidation,RENT,Fully Paid
20000.0,36,Not Verified,4.5,1,other,OTHER,Charged Off
11000.0,36,Not Verified,4.2,4,debt_consolidation,MORTGAGE,Fully Paid
4000.0,36,Not Verified,5.3,6,other,RENT,Fully Paid
10000.0,36,Not Verified,5.6,2,educational,RENT,Fully Paid
12000.0,36,Not Verified,3.3,0,credit_card,MORTGAGE,Fully Paid
5000.0,36,Not Verified,5.6,3,credit_card,RENT,Fully Paid
6000.0,36,Not Verified,3.3,12,other,RENT,Fully Paid
9000.0,36,Not Verified,5.4,1,debt_consolidation,RENT,Fully Paid
4000.0,36,Not Verified,5.4,12,other,MORTGAGE,Fully Paid
1200.0,36,Not Verified,6.4,5,debt_consolidation,RENT,Fully Paid
3500.0,36,Not Verified,6.4,4,other,RENT,Fully Paid
3000.0,36,Not Verified,6.6,12,other,MORTGAGE,Fully Paid
9500.0,36,Not Verified,5.5,4,credit_card,MORTGAGE,Fully Paid
12000.0,36,Not Verified,3.4,7,wedding,RENT,Fully Paid
7000.0,36,Not Verified,4.5,2,medical,OWN,Fully Paid
3500.0,36,Not Verified,4.4,0,car,RENT,Fully Paid
9000.0,36,Not Verified,4.5,7,major_purchase,RENT,Fully Paid
5400.0,36,Not Verified,3.6,2,debt_consolidation,RENT,Fully Paid
19200.0,36,Not Verified,4.2,12,debt_consolidation,RENT,Charged Off
15000.0,36,Not Verified,4.5,0,credit_card,RENT,Fully Paid
5000.0,36,Not Verified,5.3,2,other,RENT,Fully Paid
12000.0,36,Not Verified,5.4,2,other,MORTGAGE,Fully Paid
10000.0,36,Not Verified,6.2,7,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.6,8,debt_consolidation,MORTGAGE,Fully Paid
12000.0,36,Not Verified,4.3,1,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.4,5,house,MORTGAGE,Fully Paid
8400.0,36,Not Verified,5.2,1,debt_consolidation,RENT,Fully Paid
12000.0,36,Not Verified,3.3,12,major_purchase,RENT,Fully Paid
10000.0,36,Not Verified,3.4,5,wedding,MORTGAGE,Fully Paid
12000.0,36,Not Verified,6.3,7,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,4.5,0,educational,RENT,Charged Off
14000.0,36,Not Verified,3.2,2,debt_consolidation,RENT,Fully Paid
12000.0,36,Not Verified,3.4,1,debt_consolidation,RENT,Fully Paid
12000.0,36,Not Verified,5.3,4,debt_consolidation,RENT,Fully Paid
950.0,36,Not Verified,5.5,1,other,RENT,Fully Paid
11225.0,36,Not Verified,3.5,12,debt_consolidation,MORTGAGE,Charged Off
8000.0,36,Not Verified,3.5,12,debt_consolidation,RENT,Fully Paid
20000.0,36,Not Verified,3.6,2,debt_consolidation,MORTGAGE,Fully Paid
25000.0,36,Not Verified,0.6,3,other,MORTGAGE,Fully Paid
7200.0,36,Not Verified,5.6,0,debt_consolidation,RENT,Charged Off
14300.0,36,Not Verified,5.3,0,credit_card,RENT,Fully Paid
9000.0,36,Not Verified,3.6,7,debt_consolidation,MORTGAGE,Fully Paid
8000.0,36,Not Verified,6.3,12,credit_card,MORTGAGE,Fully Paid
6300.0,36,Not Verified,4.6,12,debt_consolidation,MORTGAGE,Fully Paid
11000.0,36,Not Verified,5.5,2,other,RENT,Fully Paid
18000.0,36,Not Verified,4.6,9,educational,RENT,Fully Paid
24000.0,36,Not Verified,5.2,12,other,MORTGAGE,Charged Off
19000.0,36,Not Verified,4.2,2,debt_consolidation,RENT,Fully Paid
4800.0,36,Not Verified,4.6,3,other,RENT,Fully Paid
12800.0,36,Not Verified,5.6,1,credit_card,RENT,Fully Paid
10000.0,36,Not Verified,6.4,9,other,RENT,Fully Paid
12000.0,36,Not Verified,3.4,0,debt_consolidation,MORTGAGE,Fully Paid
22000.0,36,Not Verified,4.6,5,debt_consolidation,MORTGAGE,Fully Paid
20000.0,36,Not Verified,4.2,12,other,RENT,Charged Off
5500.0,36,Not Verified,5.2,12,debt_consolidation,MORTGAGE,Fully Paid
10000.0,36,Not Verified,4.6,2,other,RENT,Fully Paid
10000.0,36,Not Verified,4.6,0,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,Not Verified,4.6,5,debt_consolidation,MORTGAGE,Charged Off
6000.0,36,Not Verified,3.6,9,debt_consolidation,MORTGAGE,Fully Paid
2000.0,36,Not Verified,6.6,12,vacation,OWN,Fully Paid
12200.0,36,Not Verified,4.2,0,home_improvement,OWN,Fully Paid
3000.0,36,Not Verified,4.6,12,home_improvement,MORTGAGE,Fully Paid
18000.0,36,Not Verified,1.4,4,credit_card,MORTGAGE,Charged Off
10000.0,36,Not Verified,4.4,1,house,RENT,Fully Paid
12650.0,36,Not Verified,4.5,4,debt_consolidation,MORTGAGE,Fully Paid
15000.0,36,Not Verified,4.6,0,debt_consolidation,OWN,Charged Off
9000.0,36,Not Verified,3.6,12,debt_consolidation,RENT,Charged Off
12000.0,36,Not Verified,4.4,5,credit_card,MORTGAGE,Fully Paid
10000.0,36,Not Verified,3.5,4,debt_consolidation,RENT,Fully Paid
10000.0,36,Not Verified,5.2,6,debt_consolidation,RENT,Fully Paid
25000.0,36,Not Verified,5.4,4,home_improvement,MORTGAGE,Fully Paid
10000.0,36,Not Verified,5.6,0,debt_consolidation,RENT,Fully Paid
