link,name,position,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
http://sofifa.com/player/169578,Calum Woods ,RB RWB,66,44,62,64,42,62,55,38,63,62,73,73,60,60,68,54,64,75,60,40,73,63,48,45,49,61,66,66,65,15,15,6,15,9
http://sofifa.com/player/194925,Louis Moult ,ST,30,69,68,56,63,55,30,28,38,63,73,76,65,57,63,66,80,61,79,52,66,24,70,50,65,64,44,37,33,7,14,10,16,13
http://sofifa.com/player/196976,Nathan Cameron ,CB,41,33,67,60,23,27,16,22,45,39,68,70,60,60,58,55,60,54,79,26,65,66,25,50,25,55,69,68,64,11,15,13,13,9
http://sofifa.com/player/191090,Tom Adeyemi ,CM CDM,46,49,44,67,39,62,33,36,67,65,70,75,71,60,63,64,62,78,77,70,75,68,58,66,55,62,49,67,62,8,12,10,7,14
http://sofifa.com/player/118646,Ian Henderson ,ST LM,61,69,50,62,61,70,60,66,58,70,65,67,74,65,75,63,65,68,69,65,63,33,71,71,73,74,20,31,28,8,13,11,9,14
http://sofifa.com/player/204412,George Saville ,CM LM,62,59,67,71,50,63,55,51,69,64,65,66,58,62,65,63,75,72,63,60,77,64,63,62,54,64,64,69,68,7,11,12,11,14
http://sofifa.com/player/200319,Ben Coker ,LB LWB,70,40,56,68,32,69,62,61,63,63,82,77,79,64,72,60,75,77,65,51,51,54,57,60,52,58,60,68,64,12,7,6,8,13
http://sofifa.com/player/203138,Josh Scowen ,CM,61,53,53,66,42,65,56,62,64,67,61,63,74,68,73,56,72,84,63,49,73,70,60,64,42,57,61,70,67,9,14,8,11,9
http://sofifa.com/player/169604,Tommy Lee ,GK,15,19,11,30,13,18,20,12,29,25,31,32,56,75,43,30,82,25,50,15,37,16,8,44,25,46,16,15,16,62,62,56,66,73
http://sofifa.com/player/201093,Nick Powell ,CM ST CAM,55,69,58,68,59,70,64,55,65,69,73,69,61,71,74,68,68,66,62,74,59,36,68,70,64,69,31,44,42,15,13,7,14,12
http://sofifa.com/player/223877,Darnell Furlong ,RB RWB,65,36,65,56,30,63,42,36,47,69,69,73,64,59,68,35,64,71,66,30,55,62,57,58,49,55,62,67,69,14,13,11,9,8
http://sofifa.com/player/199815,Sam Mantom ,CM,56,58,54,70,46,59,63,58,68,68,68,64,73,67,78,62,61,73,66,66,44,59,58,68,58,73,39,57,46,1,1,1,1,1
http://sofifa.com/player/221587,Joe Lolley ,RM LM,61,60,47,61,55,72,64,51,56,69,88,83,74,57,66,57,57,63,57,63,54,45,59,63,62,56,30,35,37,15,16,10,9,14
http://sofifa.com/player/140442,Andy Butler ,CB,41,33,67,51,52,35,17,27,48,52,50,45,54,58,58,48,84,73,85,25,70,62,25,47,38,54,67,64,66,6,10,14,11,11
http://sofifa.com/player/193187,Kyle Bennett ,LM,58,58,35,60,54,69,58,56,57,68,84,81,90,63,91,62,43,74,44,58,47,55,59,58,58,63,23,36,25,16,7,6,7,14
http://sofifa.com/player/193956,Ben Pringle ,LM,73,63,36,64,60,62,69,70,62,66,66,64,82,65,70,62,58,86,57,68,66,54,60,67,65,64,53,34,52,11,16,8,14,6
http://sofifa.com/player/216485,Aaron Tshibola ,CM CDM,55,55,62,71,42,65,52,52,67,68,71,73,76,61,68,61,63,79,73,52,74,68,55,62,50,60,63,67,65,7,9,14,9,15
http://sofifa.com/player/182694,Joe Mattock ,LB,66,35,61,62,26,63,57,52,58,64,74,73,63,63,65,57,69,73,64,62,65,64,45,54,34,55,63,65,64,16,10,7,13,13
http://sofifa.com/player/208302,Alex Gilbey ,CDM CM,51,54,65,68,57,63,57,56,66,64,76,78,71,61,72,73,75,83,77,69,58,63,58,65,59,62,59,66,64,13,14,14,10,7
http://sofifa.com/player/221358,Jordan Rossiter ,CDM,46,37,60,73,39,59,48,45,71,68,66,65,70,63,71,65,59,71,53,50,77,61,59,54,53,52,59,66,66,6,7,11,13,9
http://sofifa.com/player/206518,Callum Robinson ,LM ST,65,67,49,53,57,72,55,55,42,66,85,83,83,64,65,65,52,60,64,55,44,25,65,59,61,62,22,21,18,14,7,10,14,15
http://sofifa.com/player/201911,Will Keane ,ST,40,65,62,68,62,68,48,47,51,69,77,75,74,55,63,73,63,63,60,61,55,39,65,56,67,66,32,28,20,10,11,15,11,6
http://sofifa.com/player/192695,Nathan Thompson ,CB RB,58,36,53,62,36,60,37,33,54,59,74,76,74,58,85,43,90,72,83,41,65,62,38,47,30,60,63,66,67,8,14,13,8,13
http://sofifa.com/player/220862,Jordan Hugill ,ST,31,68,74,48,42,64,37,35,25,63,77,78,62,56,62,67,86,85,86,52,88,28,61,57,62,54,27,28,34,15,7,14,13,14
http://sofifa.com/player/169919,Paul Anderson ,RM LM,68,61,38,65,49,65,59,71,61,61,78,81,81,61,76,60,81,74,56,63,56,26,65,61,49,56,42,60,50,13,14,14,8,9
http://sofifa.com/player/201921,Nicky Ajose ,ST RW,56,72,59,47,55,63,61,56,35,64,82,79,74,63,71,70,57,64,59,64,47,32,70,59,70,70,29,20,12,8,13,12,16,15
http://sofifa.com/player/51394,Kevin Nolan ,CM CAM,68,70,76,63,70,68,62,58,60,66,33,52,55,77,59,79,62,50,83,67,83,57,84,73,72,78,58,63,62,11,16,10,16,7
http://sofifa.com/player/213699,Ashley Fletcher ,ST,23,66,68,46,49,66,44,23,35,67,75,76,74,67,56,67,73,64,77,63,55,22,64,48,52,63,16,22,19,14,8,12,8,8
http://sofifa.com/player/184515,Nick Blackman ,RM ST LM,60,64,58,60,60,70,61,63,57,69,81,79,78,62,59,78,60,71,70,69,65,37,64,57,78,62,32,35,32,12,11,6,8,15
http://sofifa.com/player/202697,Jack Stephens ,CB CM,47,36,65,63,34,53,55,58,53,59,56,67,60,55,59,49,62,66,74,42,56,65,47,44,42,57,67,70,66,13,10,11,13,10
http://sofifa.com/player/210635,Kortney Hause ,CB LB,52,35,58,62,31,53,32,26,60,54,68,68,63,62,62,70,72,67,80,50,58,63,32,56,40,49,68,70,69,15,16,14,10,14
http://sofifa.com/player/216790,Conor Grant ,LM CM RM,69,58,60,69,43,69,68,74,65,68,67,64,76,56,74,68,62,68,67,69,70,57,63,70,34,62,50,61,57,7,6,13,15,12
http://sofifa.com/player/156894,Darren Pratley ,CM,60,64,64,64,62,64,61,52,61,65,65,75,70,72,66,73,83,91,75,66,68,63,70,63,61,62,58,66,64,8,12,11,16,12
http://sofifa.com/player/138719,Chris O,ST,39,65,71,58,65,59,44,35,43,68,58,64,65,56,41,73,71,72,89,61,63,23,64,60,64,62,17,42,18,9,10,9,8,6
http://sofifa.com/player/201446,George Moncur ,CAM CM LM,56,66,45,70,55,72,53,68,63,70,66,71,65,53,72,63,55,74,63,61,61,59,67,61,58,64,47,55,48,12,11,12,10,9
http://sofifa.com/player/201958,Ethan Ebanks,CB,51,40,55,57,35,53,32,22,54,55,66,67,56,64,59,66,71,67,79,60,66,65,33,52,36,43,67,68,67,10,8,8,7,11
http://sofifa.com/player/194792,Luke Hyam ,CM,56,51,66,68,40,63,56,55,65,67,75,77,75,69,77,53,71,85,78,50,88,73,55,63,59,60,69,71,71,15,12,13,7,7
http://sofifa.com/player/206571,Marcus Maddison ,RM CAM ST,65,65,48,64,46,69,62,65,60,67,77,83,73,52,62,72,66,64,60,68,58,16,63,62,57,53,22,20,19,9,11,7,16,13
http://sofifa.com/player/203756,Matt Smith ,ST,43,68,86,60,59,45,50,35,41,60,45,51,47,62,33,75,66,69,91,56,67,22,69,56,62,54,42,39,13,14,14,8,11,9
http://sofifa.com/player/203502,Bobby Reid ,CM CAM,64,64,43,69,49,68,61,67,67,69,79,76,76,58,84,65,71,69,57,63,46,58,64,66,65,59,57,58,54,8,12,13,8,10
http://sofifa.com/player/190451,Nile Ranger ,ST,31,65,65,54,64,64,51,54,42,66,68,73,70,64,48,70,75,63,85,62,42,24,59,37,71,53,16,19,18,6,9,13,8,9
http://sofifa.com/player/194806,Craig Dawson ,RB CB,51,49,77,54,20,46,32,24,62,67,66,68,55,55,50,57,80,67,74,14,68,70,56,51,66,65,70,77,71,7,8,7,7,5
http://sofifa.com/player/159490,Paul Robinson ,CB,55,30,61,62,28,43,40,39,57,56,30,28,45,58,67,52,70,41,75,42,84,63,39,43,44,63,62,66,70,8,8,14,15,14
http://sofifa.com/player/155915,Lewis Buxton ,RB,63,49,67,64,30,62,61,59,60,64,63,64,64,65,67,59,65,73,72,33,67,63,46,56,50,66,64,66,66,16,11,9,9,15
http://sofifa.com/player/163856,Chris Dagnall ,ST,41,67,57,55,65,66,42,41,49,64,72,71,72,60,74,67,70,75,68,66,56,33,69,56,64,67,21,24,14,8,7,13,15,14
http://sofifa.com/player/164630,David Raven ,RB,64,23,62,61,38,61,54,21,56,62,66,72,71,54,62,48,83,86,71,28,66,61,33,43,27,62,64,64,63,13,8,10,11,14
http://sofifa.com/player/229912,Joshua Emmanuel ,RB LB,65,30,60,63,29,65,47,28,57,64,80,81,70,53,69,38,63,68,78,33,72,60,47,39,32,60,62,66,63,14,14,7,12,11
http://sofifa.com/player/170008,Ben Hamer ,GK,11,20,11,25,14,18,13,12,30,23,45,45,51,60,56,23,54,35,64,18,34,23,16,39,22,56,12,12,12,70,64,64,64,67
http://sofifa.com/player/137498,Brian Wilson ,RB CB,67,39,58,65,36,61,66,68,64,64,71,72,74,61,74,62,72,77,74,53,57,59,56,62,49,61,62,65,66,14,6,13,16,11
http://sofifa.com/player/190235,Jordan Clarke ,RB,58,38,59,64,27,52,37,39,56,62,77,77,80,55,66,38,80,74,69,29,59,66,47,44,35,58,64,66,65,1,1,1,1,1
http://sofifa.com/player/211228,Matthew Palmer ,CM CDM LM,68,59,48,71,55,65,57,60,64,65,72,70,68,54,67,62,68,73,64,63,59,69,60,67,36,59,45,62,58,9,10,7,13,11
http://sofifa.com/player/2335,Aaron Wilbraham ,ST,49,67,78,67,56,49,43,42,39,64,33,53,32,67,52,69,70,34,82,47,79,24,67,66,68,66,23,20,19,12,13,10,10,9
http://sofifa.com/player/163616,Jamie Young ,GK,16,15,15,30,14,14,15,15,34,22,50,44,45,68,37,24,64,38,66,15,40,21,12,48,20,44,19,19,11,67,59,60,65,69
http://sofifa.com/player/208944,Nathaniel Knight,CB,26,26,65,56,31,41,29,25,55,45,66,68,61,53,63,41,80,71,78,26,60,57,32,32,34,56,66,69,68,12,11,12,11,15
http://sofifa.com/player/156464,Richard Wood ,CB,41,29,71,42,26,37,22,26,43,55,33,32,29,60,45,39,63,72,75,24,63,66,40,53,28,53,67,69,65,7,14,10,6,10
http://sofifa.com/player/176442,Robert Milsom ,CM LB,60,61,59,65,54,64,60,65,63,65,68,67,66,62,69,70,75,71,70,66,75,61,63,68,66,64,59,62,59,13,12,6,10,16
http://sofifa.com/player/202814,Nathan Byrne ,RM RB RWB,69,51,56,66,41,66,49,33,56,62,90,80,75,63,76,56,64,76,57,53,62,57,50,52,42,55,59,64,64,8,8,7,10,11
http://sofifa.com/player/204354,Jak Alnwick ,GK,13,14,17,32,11,11,14,12,32,34,44,55,50,62,50,32,70,34,52,12,40,22,13,30,44,50,14,18,19,67,64,61,64,66
http://sofifa.com/player/212803,Zach Clough ,ST CAM,46,67,55,65,63,71,65,70,33,67,78,77,91,63,92,65,61,63,46,62,34,41,66,66,68,71,27,36,30,10,9,14,14,6
http://sofifa.com/player/173895,Simon Eastwood ,GK,15,13,15,23,15,14,18,19,29,19,48,52,62,67,44,24,64,40,68,13,41,27,16,31,23,32,14,16,13,64,60,62,66,70
http://sofifa.com/player/188490,Liam Sercombe ,CM CAM,55,66,55,68,62,63,55,58,66,64,74,77,75,58,74,68,63,82,70,62,63,55,64,66,62,62,54,56,54,12,8,16,14,13
http://sofifa.com/player/205393,Jack Baldwin ,CB,47,42,54,66,27,44,39,21,52,50,67,67,71,63,65,46,72,76,76,17,61,59,35,41,32,71,66,70,67,11,12,6,11,14
http://sofifa.com/player/182617,Danny Hylton ,ST RM,54,68,66,60,60,62,57,45,58,61,68,69,70,63,68,62,72,82,78,56,65,54,64,60,62,61,44,47,49,14,12,7,6,13
http://sofifa.com/player/227675,Marvin Johnson ,LM RM,61,47,44,65,53,70,61,54,51,66,92,86,84,57,72,65,60,77,56,52,31,34,51,58,53,48,36,40,37,14,14,11,10,7
http://sofifa.com/player/199516,Ricky Holmes ,RM LM,66,60,46,62,56,71,59,55,47,64,79,77,76,47,81,58,73,79,63,59,47,31,59,64,63,52,22,23,19,15,15,16,10,11
http://sofifa.com/player/53855,Nathan Tyson ,ST,64,62,56,62,65,67,57,54,58,64,89,91,81,64,72,65,71,55,64,55,60,36,65,61,59,61,33,31,29,7,13,10,15,11
http://sofifa.com/player/169571,Danny Guthrie ,CM CDM,65,56,57,72,61,63,73,74,73,69,54,51,57,64,81,72,61,46,63,68,77,53,58,68,64,73,52,60,62,14,16,10,9,8
http://sofifa.com/player/171620,Anthony Wordsworth ,CAM CM,67,60,64,66,65,59,74,71,65,65,61,66,58,59,58,70,52,67,65,64,25,48,70,72,68,74,33,40,30,8,9,16,7,16
http://sofifa.com/player/227686,Keshi Anderson ,ST,38,69,68,49,55,57,43,37,37,60,86,77,78,63,76,70,60,59,46,66,34,15,63,54,60,52,19,16,15,7,8,12,6,8
http://sofifa.com/player/164465,Tony McMahon ,RB RM,64,40,61,58,43,61,45,64,57,57,66,69,62,58,75,55,77,72,70,49,64,65,49,58,59,74,68,65,70,12,13,9,10,15
http://sofifa.com/player/225908,Reece Oxford ,CB CDM,34,22,64,62,36,46,35,36,51,60,68,74,58,62,53,49,67,69,67,37,64,62,34,53,48,59,65,67,65,10,11,7,9,14
